id,titulo,url,contenido,imagen,fuente,fecha,categoriaNombre
cmgg3w9um01ug13gh1fzdivkh,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814130910-7ecxtq502,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:30.911Z,Política
cmgg3w8db01sg13gh80o01p8k,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814128991-ivw0cqxui,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:28.991Z,Política
cmgg3w69w01qg13ghe56er5fg,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814126276-x9dn89l6v,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:26.277Z,Política
cmgg3w4zm01og13gho16h7lt4,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814124610-z5ard992u,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:24.610Z,Política
cmgg3w3o701mg13ghkwp3jmf6,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814122903-ucs5xw1e9,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:22.903Z,Política
cmgg3w2b301kg13ghea55h3pl,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814121135-xt20x3yfc,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:21.136Z,Política
cmgg3vzxp01ig13ghevlpev2c,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814118061-nqvf5s608,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:18.061Z,Política
cmgg3vpr301gg13gh7iy2lmlc,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814104863-i8kz3fxel,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:04.864Z,Política
cmgg3v7yq01eg13ghw1q8pe51,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814081810-b4vaz0hvi,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:14:41.810Z,Política
cmgg3v6oy01cg13gh0dylghny,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814080162-3q7hz9mpc,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:14:40.163Z,Política
cmgg3v59x01ag13gh55wcjthc,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814078325-f12bg1s1l,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:14:38.325Z,Política
